	('pCREB', 'Marker-type: phospho marker')	('pMAPKAP2', 'Marker-type: phospho marker')	('pERK1 2', 'Marker-type: phospho marker')	('pp38', 'Marker-type: phospho marker')	('pS6', 'Marker-type: phospho marker')	('CD14', 'Marker-type: surface marker')	('pPLCg2', 'Marker-type: phospho marker')	('pSTAT1', 'Marker-type: phospho marker')	('pSTAT5', 'Marker-type: phospho marker')	('HLADR', 'Marker-type: surface marker')	('CD1c', 'Marker-type: surface marker')	('CD19', 'Marker-type: surface marker')	('pSTAT3', 'Marker-type: phospho marker')	('CD123', 'Marker-type: surface marker')	('CD38', 'Marker-type: surface marker')	('CD16', 'Marker-type: surface marker')	('CD161', 'Marker-type: surface marker')	('CD66b', 'Marker-type: surface marker')	('CD57', 'Marker-type: surface marker')	('CD56', 'Marker-type: surface marker')	('CD3', 'Marker-type: surface marker')	('CD4', 'Marker-type: surface marker')	('IkBa', 'Marker-type: phospho marker')	('CD45', 'Marker-type: surface marker')	('CD27', 'Marker-type: surface marker')	('CD127', 'Marker-type: surface marker')	('CD25', 'Marker-type: surface marker')	('CD8', 'Marker-type: surface marker')
('cluster-794', 'Majority-Treatment: PMA', 'number in clust: 140')	-0.1580410013524406	-0.26248112360700004	0.4639769649364278	-0.42352375078418225	0.0035222186826639502	-0.15729897089285153	0.49163026587811015	0.03737547026256385	1.2626037652135869	-0.15628816868853213	-0.1272065274834442	-0.21619052207747744	-0.021298029100308088	-0.09682229077454894	-0.24307669428727002	-0.020747585800772156	0.004197913324427509	0.22606894763090915	2.243154373385603	0.495036399949971	-0.8275736197359164	-0.7543188482634744	-0.6727248579644519	-0.6784608922982586	-0.31001921512500935	-0.24178988318532357	0.49222313173905974	-0.378419270154924
('cluster-658', 'Majority-Treatment: PMA', 'number in clust: 36')	0.28329272318800247	0.05982269398704924	0.9146181381975188	-0.5640372199339442	-0.009097798736704181	0.034460857470237784	0.28076077373779434	0.39395073821212173	1.5230886005940365	-0.15338686371224125	0.0042218791111292165	-0.18208137703874086	-0.02676160548284705	0.04592017145515979	0.06257784303909264	0.24430464409997668	0.5071206133306023	0.4180664829897641	4.453698538264838	1.3903289593642527	-0.8446266359443472	-0.6512811082551971	-0.6436084757697081	-0.405613330922049	-0.27943624631285935	-0.24889947485342673	1.1758104077451612	-0.41201644755836975
('cluster-63', 'Majority-Treatment: PMA', 'number in clust: 40')	-0.1786734244879622	-0.17528177518523835	0.662221497593739	-0.25972194571793605	0.04839585636717354	0.15101865319019359	1.3659353810751393	0.7480694690142755	-0.14289966749396216	-0.10203966369965421	-0.11685472335389505	-0.17164876265141527	-0.006236572432137001	-0.06117289557884874	-0.12773272290110418	0.01865931778742879	-0.08125548413183115	1.3128023531786879	2.5096961350840945	0.774025840545867	-0.4391602984827523	-0.7862448855477271	-0.5318103761474194	0.3189943356510399	-0.43811389266935885	-0.28180589665666544	-0.24773368263189133	0.6059966822434202
('cluster-1252', 'Majority-Treatment: PMA', 'number in clust: 47')	-0.09516234230801864	-0.2548059585713988	0.5934431438923174	-0.38177421676477546	0.05184066162169038	-0.02912150037438844	0.3018182950328052	0.5203528134852058	0.3673792759382338	-0.03168554525529673	-0.13035303752039232	-0.16622983012851764	0.011982673410109727	-0.06691443084236835	-0.3782619327418953	-0.12459511649902523	0.19245479974818466	1.2894646550702766	4.176952053455914	-0.04573932541406416	-0.35791380191834443	-0.5513352729169817	-0.6810075304050983	1.3745500969946807	-0.3366421181794678	-0.23405445060933835	0.9579213151307924	-0.22391234674058175
('cluster-309', 'Majority-Treatment: PMA', 'number in clust: 158')	-0.20511332893342957	-0.22847339667454444	0.6368704118015969	-0.17807118763632165	0.033453865146536615	-0.17011834308189583	0.08866724174673954	0.5019692447280054	-0.23818427325081232	-0.08564585399476363	-0.08203924565675194	-0.18156085417442627	-0.014268644424161174	-0.06886830860952371	-0.3588569909111765	0.0003309321105205374	-0.09420814904181712	0.38652631395175924	2.195276417097002	0.1975574306396852	-0.3048559505555778	-0.5605763382653453	-0.5507121152289756	0.054608559878871615	-0.3979494535977566	-0.2087742977350479	-0.1188323766424923	-0.31289305557676894
('cluster-860', 'Majority-Treatment: Plasma', 'number in clust: 92')	-0.8586013708530048	-0.7677900057832674	-0.449050215422442	-0.6611111575763869	-0.14549048425434602	0.3149908279748381	0.10427507191570243	-0.20939333290016005	-0.2522678828016975	0.05296265655217113	0.008251980027175893	-0.08920086578478516	-0.00474385504693101	-0.008692054574013244	-0.12072560602534593	1.598461792933621	1.8385839053265862	1.2960138002807193	6.70936113250971	0.9132444120240076	-0.8572731651225421	-0.6436957717911547	-0.5632560812115791	0.8050870329070159	-0.29217104085916745	0.00007268018320783736	1.1302741955831874	-0.1284589222678257
('cluster-491', 'Majority-Treatment: Plasma', 'number in clust: 39')	-0.6741008052175119	-0.6967118083575454	-0.36150952636003764	-0.6021251985784314	-0.10641196023989431	0.36427940954283744	0.5156186451078681	-0.17562966658696297	-0.06472100013928805	0.2660004644210814	-0.04052138471985661	0.17764955713053365	0.00029573761290953944	0.19463975531129996	-0.15862376127766076	2.4278683303891184	0.8665824469479335	2.468845167297722	8.253560791324722	2.328779792030353	-1.0169944400737294	-0.7860270930481639	-0.7480459111081995	-0.016874899152726518	-0.3429910630944823	0.392654280818563	2.2930091882356476	-0.2680869536769552
('cluster-1878', 'Majority-Treatment: Plasma', 'number in clust: 71')	-0.8961070923611607	-0.7620836696408355	-0.6377150845806038	-0.6344781210091237	-0.1584006893632911	0.36887516679892857	0.08818179219666518	-0.36866019742886735	-0.14086189144266403	0.08248932292285141	0.012221264288426499	-0.1780742689386275	-0.006358802723947171	-0.03364215505681497	0.014965119817353665	3.2357975242089343	0.006649848209601818	1.012591167093282	5.445662341684926	0.5066542020834388	-1.0527508090952327	-0.7286238428597753	-0.6178566250710008	0.9110521063296804	-0.3779058465054834	-0.030209427733035216	0.688554762004093	-0.320505632997208
('cluster-42', 'Majority-Treatment: Plasma', 'number in clust: 175')	-0.8179097188715588	-0.7197472617659549	-0.5835815648175535	-0.6388921823475326	-0.11076733507682228	-0.023418120798803933	0.11579305021777574	-0.19864000974610135	-0.31841643027299366	0.09653294604719348	-0.08522728529325868	-0.15196705791001458	-0.012321193517415507	0.01332232702362802	-0.12592150614723266	1.6952907127368884	0.36660756081701323	0.9459890669879176	4.25331571586424	1.0401663197978746	-0.8660985511829473	-0.7019494258931036	-0.5675726616155932	0.5964717276196736	-0.38831736612513607	-0.19405992021976856	0.5669437579587816	-0.36069078383529485
('cluster-1439', 'Majority-Treatment: PMA', 'number in clust: 119')	-0.32486737809025196	-0.3250010112633537	0.30902899867082617	-0.425483124419537	-0.012100830554292305	0.11971205874593073	0.8524234744289003	0.17909014190562328	0.013137087927793762	0.024062163977741136	-0.02104767627315701	-0.1218742324393731	-0.017458971675054412	0.0005992491304136613	-0.09190004362672541	1.3968418049062268	0.11763102853906998	1.5574512564365073	6.087106699380677	0.5357085339950445	-0.9228311978062266	-0.7642096025202523	-0.42934261216666514	0.3292566264870977	-0.25060448528367085	-0.04458556004806152	0.23570080279991734	-0.08441582786720994
('cluster-1030', 'Majority-Treatment: PMA', 'number in clust: 27')	-0.1520357922621824	-0.35210878998467754	0.3960260932875355	-0.5178847291667351	-0.018164852230361364	-0.14641401162327816	1.1200680781761372	-0.48241395382862934	0.4142845383566375	0.12580188675132564	-0.13351378227168206	-0.0705277493429758	-0.01864879757730779	-0.019643564325746696	0.002245673572849871	2.7458949476395107	1.012426695477038	1.009521129080985	7.8719901854486265	0.9630305991165073	-1.116138319885931	-0.7632877372250482	-0.9773700795412041	-0.26918968150766576	-0.4071981809096757	-0.28183122996618504	0.45031423927636743	-0.3971955408996328
('cluster-1972', 'Majority-Treatment: PMA', 'number in clust: 113')	-0.12808307931247429	-0.3025564902765034	0.37261726909530135	-0.43416362747166876	0.020646884369459318	0.10714852263978072	0.9411450845932625	-0.06791071867843025	1.443666592094307	0.02722994799279084	-0.07165823141418759	-0.11707399944895852	-0.015666894786397056	-0.016061531632313077	-0.14443968172309016	0.9713541704842636	0.24048057637491457	1.0725269256400736	5.247678405289102	1.1494537121026593	-1.0400529886334062	-0.7077717799046515	-0.5116975408879255	-0.2674254132993552	-0.249711597748134	-0.21498037374726123	0.3990336040225395	-0.3929929838126217
('cluster-1760', 'Majority-Treatment: Plasma', 'number in clust: 85')	-0.8204743289687446	-0.6571096875635454	-0.6729477131113364	-0.6520936921083247	-0.1449199435379306	0.12218084312297806	-0.052313415248251026	-0.17379780655907046	-0.20393922697186107	0.4049794014466186	0.1707415333335284	0.05252419574089445	-0.014705988285663342	0.11700999423454024	-0.34559780613428714	0.35290671739490687	0.8077874679089578	2.13503814211132	7.818295685505627	1.2559878323039741	0.3407276445284837	0.2684863304523625	-0.5030554262799876	1.7962686367228282	0.0015044268382609534	-0.009783672286779269	1.478913790343572	-0.3407068073945978
('cluster-1456', 'Majority-Treatment: PMA', 'number in clust: 68')	-0.4871540913573504	-0.43213876910224125	-0.09113765160917492	-0.3561683267281558	-0.0874619474642947	0.5437744671210695	0.15578388027449222	-0.21153257811389006	0.5061992065192166	0.5220643188962326	0.11582107729527075	0.033333883757884326	-0.02721100078043121	0.10548426838060646	-0.28232889850748893	1.3016142090516751	1.0035751378127313	2.733950462325641	10	1.795177793772288	-0.5039039393784679	-0.5045998621863824	-0.5902236774893277	1.5634153181546195	-0.08777079244557845	0.2550075875751658	1.2281397209364353	-0.07955613671175195
('cluster-1920', 'Majority-Treatment: PMA', 'number in clust: 144')	-0.7655001922413448	-0.6069554706940966	-0.2542285715731275	-0.5142377781979431	-0.10559881475472947	0.1003573529365893	-0.07314914218480215	-0.32230124615564393	-0.32949170233212416	0.21339654540584513	-0.006442649566953279	-0.15435095830955778	-0.02027974245311591	0.001425123425855154	-0.36244816067606983	0.024176563737444128	0.12149256468304652	1.0749298062493537	5.663512835326258	0.4652189127156759	0.0329274106588779	-0.31213079541208477	-0.7683125039526079	0.5117005704722996	-0.022294277871535362	-0.2303741006937549	0.5610933903378273	-0.03775911436624813
('cluster-254', 'Majority-Treatment: PMA', 'number in clust: 109')	-0.35147133246357404	-0.4713313346230218	0.3068686953474204	-0.4216071004813277	-0.04992927219706932	0.10322788909419946	0.3321963856237818	-0.17343255899809407	-0.2805477085507613	0.1755173939197046	0.007355954539071013	-0.14408816645369793	0.0036366269146829544	-0.0033909386332614073	-0.25215972082778276	0.1294764119387573	0.3257116096239717	1.6579075208434315	6.528720824947541	1.0216182938772347	-0.7222103639576607	-0.47925138271182927	-0.263581979993502	0.11331101365339971	0.03550662308091669	-0.14294762545031053	2.2685550670623438	-0.3367265142312246
('cluster-1912', 'Majority-Treatment: PMA', 'number in clust: 41')	0.02422046413695628	-0.23171475010131143	-0.08527481788864871	-0.25247244388459317	-0.01393439313990064	-0.09502266506138135	0.3485131745259069	-0.22002879045243307	1.1881165281778168	0.16528972323417784	-0.07900550234260016	0.015106350114444025	-0.008928342064686153	0.016418400060077942	-0.3495633043977735	0.23862042166543546	0.2718507398899247	1.208301741706	5.423341315018655	1.3816391481313055	-0.19404293119517738	-0.458056149479425	0.026275911802198976	1.3747594904432754	-0.33852802545684324	0.2693890976289451	1.3043149473469493	0.15371516549834963
('cluster-1387', 'Majority-Treatment: Plasma', 'number in clust: 115')	-0.6928521758150357	-0.6684796070306067	-0.47224501836995336	-0.589216151476351	-0.09976497941530803	0.27857873288751134	0.2832579312356942	-0.23683108616834878	0.49919423554162323	0.10340613918619086	-0.005724174718874412	-0.05347517539483575	-0.004457823311879794	0.04306342467499499	-0.2945698157493038	1.5954767739241114	0.7974520439214366	1.4288167719030245	6.562223751450914	2.8750638628499217	-0.9509294368719307	-0.7399398511526306	-0.631162147563594	1.2052318155401858	-0.3640956506493211	-0.10533670530352335	0.21118302923611154	-0.35546691070811737
('cluster-54', 'Majority-Treatment: Plasma', 'number in clust: 35')	-0.5737056249753398	-0.7120033706393355	-0.8234035248671012	-0.5888057937759936	-0.1830869622805118	0.10508808471485877	-0.010533967796856648	-0.294226174204834	-0.26067820992844337	0.19750313664059055	-0.005046858307036842	0.2633156782426548	0.01239609229402283	0.0515113062437737	-0.24495738152696261	1.934690956860969	0.41188788587328323	1.6203378699918558	8.798917407962161	3.675624760214031	-1.0822803367525595	-0.7427426861340521	0.5793673179645852	2.1104268375136117	0.1302517820993526	0.07506074861198955	1.3720365175502365	-0.2072327908477299
('cluster-1378', 'Majority-Treatment: Plasma', 'number in clust: 116')	-0.859659699643872	-0.6142069962151404	-0.5990052826701362	-0.5119225855329448	-0.14930682717220176	0.28579431380303993	0.08748086584138208	-0.050607453915026655	-0.11132851033342825	0.26049925044948286	0.19426161895773078	0.03952942553067138	-0.0000810427537016827	0.0912698133159336	-0.2658429747387043	0.3131459656734152	-0.028921413066677757	1.6537441294130566	6.130332498738585	2.1299929016469394	-0.5803831380335736	-0.6987556986389322	-0.666020559612681	1.5784027557932452	-0.3041858115680111	-0.11428018475068567	0.5450426463301542	-0.3990964141724493
('cluster-1897', 'Majority-Treatment: PMA', 'number in clust: 27')	-0.26421614969170687	-0.5079340208491786	0.316817765429343	-0.5334130019696403	-0.0795289945632109	0.9530488075941957	0.39042926020496843	-0.29877381045855483	0.13450026347026553	0.43167044177746744	-0.10361422055777213	0.12449878268040346	-0.003363865751361907	-0.045173579795956494	-0.3077087086637306	0.9392888335465628	0.3613383537198729	4.117097374954266	8.232810699822528	3.3177450363932643	-0.9890605245622014	-0.616873112682203	-0.4888108553860887	0.8091054433411374	0.6949112543861046	-0.27594730513901977	0.735704218895738	-0.28512925035212133
('cluster-778', 'Majority-Treatment: PMA', 'number in clust: 54')	-0.2342716230757898	-0.20668812100401263	0.054333974340993386	-0.22901689723194713	-0.019211987011058647	0.012740238277307442	0.30795590152454666	0.28419964936518205	-0.38012585636672486	0.3169184212264712	0.31037314142356276	-0.11386557953192597	-0.0042022272296598166	0.08917696781032733	-0.3453521152325143	0.2606784974801518	0.047534738247248014	2.213379846026719	6.736977276765586	1.0180656423143337	-0.6348167689099913	-0.5680600175047467	-0.6558789203361503	0.49525868498079484	1.6407557295696638	-0.052315067987897555	0.6152540151814503	0.3053626144693145
('cluster-1996', 'Majority-Treatment: PMA', 'number in clust: 134')	-0.5526233845042401	-0.4556807917489786	0.2177085193499229	-0.4065722586347733	-0.028033972836231952	0.10134399179821924	-0.0031014169742519713	-0.40536517713251935	-0.055564005919264706	-0.03575191389819366	-0.026200368491419518	-0.22579544355789613	-0.02127032621301016	0.005280774004856725	-0.3754107604460425	-0.04769606571610148	-0.052280685258254994	2.11917763467135	4.321068603380386	0.4123108443080746	-0.5818836066546283	-0.4553890536941594	-0.7648250591792061	0.2260897896363898	-0.3960620944821094	0.03647683490920797	-0.007593997858762031	-0.3295099423666438
('cluster-463', 'Majority-Treatment: PMA', 'number in clust: 70')	-0.7470585919173325	-0.33149939470226814	-0.1015181460734346	-0.436638846133449	-0.09238846350347854	-0.0635030897810218	-0.008064988202989159	-0.10316236111609754	0.646617710718646	0.11689114838831811	0.04288212201327012	-0.16290959503107894	-0.008023733382344635	-0.06775953080304131	-0.3053243808755019	0.36688325575378083	1.4974933517735673	1.7603791718896942	4.981477327907536	0.17192686455881462	-0.21651652858971657	-0.4461303493663658	-0.6955981146057765	0.017117276806164927	-0.3439508174058029	-0.18134131207168147	0.14618329109611566	-0.3665549456135675
('cluster-1011', 'Majority-Treatment: PMA', 'number in clust: 382')	-0.4536010505606668	-0.49074377183217543	0.20671942668230758	-0.47631589781938066	-0.019161051888019445	-0.061401847056906794	0.1541250926103573	-0.37218934131908443	-0.34816880719001037	-0.08142574625963922	-0.10169562849526644	-0.1380923611401642	-0.01713205091840064	-0.06823180306785578	-0.2810219609326472	0.042503190537280675	0.057818679681783926	0.4883525217135392	2.8857563841683587	0.369304855487324	-0.8563405142393761	-0.7460052259359747	-0.5817333548758252	-0.34167922167779574	-0.37231748516517477	-0.20275447254428017	-0.20681185778911185	-0.31690906225067883
('cluster-197', 'Majority-Treatment: PMA', 'number in clust: 243')	-0.9243601381172071	-0.7446835107896508	-0.5211720447655622	-0.6632406832800426	-0.15146789784484882	-0.08602518171297602	-0.011450128115536456	-0.3246591375353037	-0.30278772492859585	-0.0639137571484721	-0.04270121906297802	-0.125702566568702	-0.01636130638819073	-0.018214145791348363	-0.23700423482448932	0.32548449668276574	-0.017458040776266243	0.8303838006312716	4.700840159912523	0.7001755130684758	-0.8710314086420624	-0.6387637263247238	-0.6082226893061263	-0.2734206661407845	-0.30757948379611777	-0.17854004220991154	-0.05477549124283687	-0.3259593392059052
('cluster-1492', 'Majority-Treatment: PMA', 'number in clust: 61')	-0.5286900789307868	-0.6747015768713623	-0.028534432879724812	-0.45560734863431746	0.06401278308879815	1.1814557218069237	0.41429402305110846	-0.28854927719215806	-0.28579010718376935	0.024289110480252143	-0.06680306504368624	0.15392246777221624	-0.011654620460248823	-0.00025190657405751456	-0.05413965194902762	0.5587696334956807	0.38798507995283843	1.1674538764280091	4.155863898331682	0.972386906028052	-0.9225060327231366	-0.7034138541170755	-0.6344457150730674	0.006993925711207374	-0.36786183869423056	-0.11180405335698507	-0.08681577320556626	-0.35993524104532154
('cluster-1898', 'Majority-Treatment: PMA', 'number in clust: 85')	-0.303126574430386	-0.4469106689627289	0.35019730795926113	-0.39797416528491864	0.12854884032482472	-0.03575814896016916	0.24268311709222476	-0.3707263079130253	-0.04270768416198963	-0.03308694542200713	-0.07243060209035	-0.08544181948648487	-0.02112614694021851	0.07422418493920063	-0.17087273669634223	0.2980345717586944	-0.08584665284831598	0.6673265778049748	4.55245305262345	2.5507041408983944	-0.8981055871398147	-0.7638128458287063	-0.4289376441125409	-0.10761072863039003	-0.35798102058069614	-0.22077644276632555	0.21657653435016425	0.05756205341830637
('cluster-1286', 'Majority-Treatment: PMA', 'number in clust: 72')	-0.0676904773903372	-0.336312886488401	0.5974606129990516	-0.4825034924341728	0.0105832675463991	0.18546646252561397	0.6593845646605858	0.21310508700057001	-0.3170543553366432	0.005301325857488359	0.04034975897318799	-0.2579707266331457	-0.013214351556719945	0.13968067063966932	-0.3324667706025084	0.19817202294920674	0.04174034204873973	1.0687056194374114	6.08325187904544	2.324677074977671	-0.75553785177706	-0.633511082037522	-0.4000692597472149	-0.0717283700923225	-0.4023001461492927	-0.1947797565491054	0.2288175097895416	-0.41083014806900753
('cluster-797', 'Majority-Treatment: PMA', 'number in clust: 180')	-0.203487307030352	-0.43311954071173864	0.4121603736890991	-0.38790264535845	0.007580573488406867	-0.13945645625180786	0.8441344410578173	0.00732908805795028	-0.07516473873391884	-0.07085713432763513	-0.14653637926104834	-0.19217049966865954	-0.014461551676610243	-0.08792919222675834	-0.28769203373076885	0.47113068711251166	-0.12664627925333397	0.5509212361704979	3.3541459830195355	1.198505055197491	-1.03538161614348	-0.7561631649102261	-0.3849444699523038	-0.33487744683264303	-0.21573521838829807	-0.1196254477030879	0.18745124326173934	-0.28785249128098794
('cluster-1991', 'Majority-Treatment: PMA', 'number in clust: 46')	-0.3699528721216867	-0.4497241575906401	0.09682812604013868	-0.5346622672882111	-0.04122276730901636	0.03203607453156635	0.8322659357739549	1.9049776887624361	-0.13714558408657432	0.007168037200387249	-0.04023776412475329	0.24249190312281807	-0.006469887679092713	-0.07459941257531813	-0.041389189079600514	0.5567191583864206	0.46332399692560167	1.0466904978314957	3.8226812890666793	1.0342852194226886	-0.9553967461451243	-0.6218320444796162	-0.2433194198533259	-0.0048435196825652475	-0.23827323281315793	-0.18638069988050604	1.3662034646199093	-0.24883787586689032
('cluster-244', 'Majority-Treatment: Plasma', 'number in clust: 121')	-0.6519435008373963	-0.6269831450752166	-0.2834714381641822	-0.5559438662350883	-0.06613996704404224	-0.13077941409125218	0.1340233503450446	-0.3576421392076779	-0.33561830809544435	0.04097243730262588	-0.021078970141310733	-0.17319827982669758	-0.01685324768995767	-0.08073943287208582	-0.23331321887360673	0.2967450335107035	0.03341538754668283	0.6954095118843618	2.5996442323460167	1.0213410601038906	-0.616827386250181	-0.7430994634730059	-0.34667173631709164	0.3327180446016933	-0.3292307839693976	-0.23841842139665362	1.3249133489994946	-0.34684680858797057
('cluster-226', 'Majority-Treatment: Plasma', 'number in clust: 32')	-0.7489354735991497	-0.7893903049003713	-0.4106405974260782	-0.742272390737836	-0.1289221822331699	-0.10180192781299835	0.3884881255806223	-0.526866273133312	0.5453883613098922	0.1816252894476725	-0.12072986681024345	0.013461784305947947	-0.024646167710581517	-0.11250924745558954	-0.34406101057864086	1.6455929764826542	-0.12950545724650395	2.7215411599326296	4.81566467233396	0.8856727462166646	-0.8267763113560532	-0.7915678870175412	-0.7514574029714295	0.6957517377034028	-0.39029675225585364	-0.21336920203558954	3.1222570757927257	-0.38143208798901296
('cluster-1591', 'Majority-Treatment: PMA', 'number in clust: 116')	-0.483864127083912	-0.5140431488160767	0.5043540068321661	-0.1798851567294315	-0.0054084469215931645	0.21728498650502398	0.014887165357464286	-0.272309448863181	-0.4570715336144107	-0.031120756188937594	-0.11105518391452725	-0.15885374431485252	-0.022501788765500977	-0.09255438660368703	-0.34712049650356447	-0.05470752778352583	-0.019561231849057812	0.41952401262974065	2.6330047839979946	-0.024132420988078995	-0.3612032876364504	-0.6312903371930492	-0.7980722260543481	0.031339399094334655	-0.328112616529403	-0.2228981488041455	1.1905226177608514	-0.07926887882313521
('cluster-758', 'Majority-Treatment: PMA', 'number in clust: 83')	-0.5154015107178354	-0.5154941287366841	0.17808498611144172	-0.4469290159477351	-0.03489976294007873	-0.08726819813368353	0.10407733395856959	-0.2898755856589703	-0.2965133071555114	0.05862959909811596	-0.13338238302124364	0.10442812025281648	-0.019756569945570422	-0.0261825278718191	-0.27433568741115993	-0.06246093852074293	1.1744940591691142	0.841815219384326	3.860634133160248	0.78445027551477	-0.5705333629657384	-0.7133142504190281	-0.7652656522402903	-0.3699706996493899	-0.3127795802629888	0.00009408682798537272	2.0738284732480983	-0.2295198277571929
('cluster-10', 'Majority-Treatment: PMA', 'number in clust: 56')	-0.5073147919180087	-0.505414955000949	0.11133148731826362	-0.6382493725197109	-0.01263870745583446	-0.07897795639883047	0.2709191003068029	-0.37917792877755974	0.760537441646833	-0.09966942229983902	-0.12237415401376782	-0.2297961842326366	-0.009013252257000318	-0.051879631485201416	-0.32982380038789844	0.01639126854822786	1.542453699197949	0.7092872992116634	2.8082694251169373	0.5940074222502164	-0.7900868376462574	-0.7777742375592961	-0.5913367591360824	-0.4742457543569254	-0.43647243394425256	-0.17074437767374342	0.9712742860344075	-0.2862932575402201
('cluster-1269', 'Majority-Treatment: PMA', 'number in clust: 114')	-0.7512933234953786	-0.6222964961091701	-0.23073746885717178	-0.606839635475993	-0.07803616589985826	-0.08631870515519752	0.08420040983742674	-0.34030550368056633	-0.40804586193166775	0.12174654932148374	-0.0905251643968006	-0.001877090618146279	-0.026583557642853306	0.057130466468400774	-0.34746036900204746	0.25046558997524027	0.32915265214535827	0.8273011459097992	4.024005834632522	1.150159596209251	-0.4694218280345419	-0.5532477242676698	-0.7866664591835	0.38059475640779394	-0.30434447949945986	2.183956399615309	0.36924865010270475	-0.30874614436155073
('cluster-1187', 'Majority-Treatment: Plasma', 'number in clust: 80')	-0.6155451727250992	-0.600673021071159	-0.38554636226328853	-0.47627361560353976	-0.12761438254301655	0.5035961297932438	0.05452078937841243	-0.2438834797168975	0.053821405973824926	0.31197349324730667	0.05599358513611122	-0.09394865184021996	-0.014807570911105468	-0.055445157171301544	-0.25175582025897325	0.6172638075761145	0.44103408691742085	1.4106909042540408	6.515957626834444	1.0533026545069213	-0.43832194470727315	-0.4384736312321155	-0.5485097972864721	0.7344954406377092	-0.247886990455893	3.749894040322017	1.0792399145599025	0.21197411543361316
('cluster-1348', 'Majority-Treatment: Plasma', 'number in clust: 44')	-0.6467770339898304	-0.6864331378049636	-0.14468286123443597	-0.3686537515080574	-0.13120833434739762	0.196049938552615	0.033476566897951074	-0.2707583963995198	-0.16470565411207813	0.3035500865183852	-0.018487265694596116	0.08717958803152678	-0.01772342923307165	0.2920586784372379	-0.3427110265416352	0.554116464579159	0.3761228771121051	2.503371190776144	6.883624725853632	1.006541560590404	-0.17988276455480484	-0.7550771969988013	-0.7771639178254767	1.3948411157310177	-0.33446533142708657	2.5658631224105926	0.9004451071212903	1.8585788961847995
('cluster-1145', 'Majority-Treatment: Plasma', 'number in clust: 24')	-0.7803026603971788	-0.4749841889906944	-0.6036724874905274	-0.5209364448139903	0.27186669217061626	0.2064098925381259	-0.09576336699175085	-0.24780461518313057	-0.0003636347500184378	0.3320391034396495	-0.04202649923436033	0.03522309348435154	-0.01687907609597945	0.06001470036301566	-0.0904819024757081	0.2756791859708297	4.200236860920174	1.6620526130042372	7.76699189681403	1.6472516831433706	0.2176027431040215	0.5860404175971182	-0.54364403296398	1.5758294975747436	0.23746682843194875	1.8515572077070594	1.0457693826963756	0.06561183669108027
('cluster-1574', 'Majority-Treatment: Plasma', 'number in clust: 29')	-0.7950863824323787	-0.8192408511420256	-0.7796973758751369	-0.6083690840834924	-0.21234313428488213	0.2716871425925512	-0.09469726733721165	-0.46891269258166646	0.4427683440963764	0.171108690023682	-0.004046055292193729	-0.07063577730748398	-0.029881304235275262	-0.07438587390070721	-0.32567689585830095	0.42161269034546045	-0.10248848756001046	1.3128380435464808	4.541265911378648	3.731372935595539	0.7503728808453065	-0.6579714714136823	-0.18568535314391799	1.3511981410753122	0.18855604609602616	-0.1810974098344707	0.6062286568818052	-0.11665534793127966
('cluster-1031', 'Majority-Treatment: Plasma', 'number in clust: 158')	-0.8902039602960584	-0.7725466790116213	-0.7358008283904187	-0.6691154717679841	-0.18834633075850707	-0.002638050436394143	-0.008462586088165774	-0.29639947309980214	-0.25879032813380065	-0.07216115895075494	-0.05007176354425888	-0.14069340771350894	-0.001624835151385207	-0.05416443879406778	-0.2064747632206588	0.2521940109517246	0.1712254637325541	0.4818028814506745	3.145053211663582	2.269923887118875	-0.7153409389714926	-0.6717507940453933	-0.46090152091209713	0.8788194095241993	-0.3233396963524759	-0.2268650301579454	0.14963539187055444	-0.3585621461993274
('cluster-541', 'Majority-Treatment: Plasma', 'number in clust: 41')	-0.8694719190271046	-0.7424534215258345	-0.7610020074075091	-0.6520837720139291	-0.20891630992954488	0.14768529964720933	0.4096104948771191	-0.15232101792673153	0.6644816713694195	0.08968548709244427	-0.06482023552889175	0.025612428473008163	-0.02299126580820335	0.14296061779659391	-0.3136471556922042	1.1647489358844947	-0.14619707956557046	0.9381995099206583	3.0924705169079334	1.1554794152883037	0.4632911099971352	-0.6808756667450718	-0.7448969071135336	0.7334617911225093	-0.26923288956324204	-0.19881969131200392	-0.05182970322713735	0.5333770546939193
('cluster-1324', 'Majority-Treatment: PMA', 'number in clust: 115')	-0.6427119342774279	-0.6490245463091942	-0.3790197256321307	-0.604486355980134	-0.12419477737920856	0.21992977954553136	0.2822791073472454	0.37254950717883833	0.25535993177544763	-0.031469469161482445	-0.06005818219863329	-0.19423999633670802	-0.017685891680100402	-0.04669532384803729	-0.20891834081709196	0.1376558885222954	0.10642632173319057	0.7864675475826923	2.5935353028286134	2.0671702229574724	-0.9446982096380421	-0.7481777913937181	-0.6725379890687034	-0.4215303633073627	-0.2824098302829409	-0.2535985257418232	-0.22276940793579553	-0.3223664260477723
